customer_id,spend,first_month,items_in_first_month,region,loyalty_years,joining_month,promotion
912,131.83,15.29,6,Europe,10-May,Nov,Yes
913,121.96,16.38,9,Europe,5-Mar,Nov,Yes
914,106.53,16.02,15,Americas,5-Mar,Feb,No
915,123.72,13.42,13,Asia/Pacific,3-Jan,Oct,No
916,121.7,15.78,10,Middle East/Africa,5-Mar,Aug,No
917,126.32,20.61,11,Americas,5-Mar,Jun,No
918,106.3,15.99,5,Europe,5-Mar,Nov,Yes
919,118.93,20.02,12,Asia/Pacific,5-Mar,Jun,No
920,135.8,18.99,8,Americas,10-May,Jul,Yes
921,126.27,15.92,14,Europe,3-Jan,Feb,Yes
922,137.89,21.62,7,Asia/Pacific,10-May,May,Yes
923,130,13.65,13,Europe,10-May,Oct,Yes
924,112.16,21.56,13,Middle East/Africa,10-May,Sep,No
925,122.57,21.56,5,Americas,5-Mar,Mar,Yes
926,126.07,15.43,6,Europe,3-Jan,Nov,Yes
927,114.95,15.78,9,Americas,3-Jan,Aug,Yes
928,132.08,16.7,6,Americas,10-May,Nov,No
929,131.62,21.38,14,Americas,3-Jan,Sep,Yes
930,111.15,19.62,7,Middle East/Africa,3-Jan,Jul,Yes
931,107.43,19.62,9,Middle East/Africa,3-Jan,Aug,Yes
932,120.03,21.1,14,Middle East/Africa,3-Jan,Sep,Yes
933,126.29,16.19,9,Asia/Pacific,3-Jan,Aug,No
934,125.4,19.8,7,Americas,5-Mar,Jul,Yes
935,131.28,25.37,7,Middle East/Africa,5-Mar,Dec,Yes
936,104.29,13.53,13,Middle East/Africa,5-Mar,Oct,Yes
937,112.25,13.42,13,Middle East/Africa,5-Mar,Oct,No
938,129.82,19.49,8,Asia/Pacific,3-Jan,Jul,Yes
939,110.82,19.84,11,Americas,3-Jan,Jun,Yes
940,107.53,16.87,5,Americas,3-Jan,Jun,Yes
941,107.16,17.06,8,Middle East/Africa,3-Jan,Aug,Yes
942,136.07,19.2,7,Europe,10-May,Aug,Yes
943,119.32,19.2,13,Middle East/Africa,5-Mar,Oct,No
944,131.53,21.68,7,Europe,3-Jan,May,Yes
945,111.99,21.68,9,Middle East/Africa,3-Jan,Jan,No
946,119.42,13.61,13,Asia/Pacific,5-Mar,Oct,No
947,125.05,19.31,7,Asia/Pacific,5-Mar,Oct,No
948,104.5,19.31,13,Europe,5-Mar,Oct,No
949,126.38,20.13,11,Asia/Pacific,5-Mar,Jun,Yes
950,129.96,13.59,13,Asia/Pacific,10-May,Oct,No
951,113.95,15.69,6,Europe,10-May,Nov,Yes
952,106.54,15.88,9,Middle East/Africa,10-May,Aug,No
953,111.82,21.13,9,Asia/Pacific,10-May,Jan,Yes
954,129.93,13.71,13,Middle East/Africa,10-May,Oct,Yes
955,141.12,25.06,7,Europe,10-May,Dec,No
956,112.12,21.33,14,Asia/Pacific,10-May,Sep,No
957,137.47,24.24,8,Asia/Pacific,3-Jan,Apr,Yes
958,112.15,21.27,9,Asia/Pacific,3-Jan,Jan,No
959,111.88,20.99,9,Middle East/Africa,3-Jan,Jan,Yes
960,136.79,21.04,11,Asia/Pacific,10-May,Jan,Yes
961,133.26,16.75,5,Asia/Pacific,10-May,Mar,No
962,123.86,13.66,14,Europe,3-Jan,Oct,No
963,132.47,16.2,14,Americas,10-May,Feb,No
964,123.78,24.8,7,Europe,10-May,Dec,No
965,131.52,21.35,13,Asia/Pacific,3-Jan,Dec,Yes
966,133.14,16.71,5,Europe,10-May,Mar,No
967,140.49,24.7,9,Americas,10-May,Apr,Yes
968,122.2,24.7,14,Europe,5-Mar,Feb,Yes
969,112.21,21.2,9,Europe,5-Mar,Jan,No
970,106.91,15.8,14,Europe,5-Mar,Feb,No
971,141.26,24.86,9,Americas,10-May,Apr,No
972,119.42,13.65,13,Americas,5-Mar,Oct,No
973,141.92,24.45,8,Asia/Pacific,10-May,Apr,No
974,114.69,15.79,6,Americas,10-May,Nov,No
975,142.29,24.77,7,Europe,10-May,Nov,Yes
976,121.82,24.77,8,Asia/Pacific,5-Mar,Aug,No
977,124.71,19.83,7,Europe,5-Mar,Aug,Yes
978,106.91,16.04,14,Asia/Pacific,5-Mar,Feb,No
979,133.02,16.79,5,Europe,10-May,Mar,Yes
980,127.4,21.38,13,Middle East/Africa,5-Mar,Sep,Yes
981,127.26,21.36,7,Middle East/Africa,5-Mar,May,No
982,121.54,16.55,9,Middle East/Africa,5-Mar,Aug,Yes
983,130.55,25.04,8,Middle East/Africa,5-Mar,Apr,No
984,121.5,15.5,6,Asia/Pacific,5-Mar,Nov,Yes
985,123.77,13.83,13,Americas,3-Jan,Oct,Yes
986,125.84,15.88,14,Americas,3-Jan,Feb,Yes
987,132.16,15.29,6,Middle East/Africa,10-May,Nov,Yes
988,111.78,20.86,9,Americas,10-May,Jan,Yes
989,131.65,21.39,7,Middle East/Africa,3-Jan,May,Yes
990,119.82,21.56,14,Asia/Pacific,3-Jan,Sep,No
991,107.55,21.56,5,Americas,3-Jan,Mar,Yes
992,131.64,21.46,7,Americas,3-Jan,May,No
993,107.89,16.78,5,Middle East/Africa,3-Jan,Mar,No
994,110.5,19.89,7,Americas,3-Jan,Jul,No
995,107.02,15.73,14,Middle East/Africa,3-Jan,Feb,Yes
996,112.21,13.42,13,Asia/Pacific,3-Jan,Oct,No
997,126.82,13.42,9,Americas,5-Mar,Jan,Yes
998,126.22,16.08,9,Middle East/Africa,3-Jan,Aug,No
999,129.89,13.64,13,Americas,10-May,Oct,No
1000,132.38,16.65,9,Europe,10-May,Aug,No
1001,130.47,20.75,11,Americas,3-Jan,Aug,Yes
1002,106.88,16.02,14,Europe,3-Jan,Aug,No
1003,131.28,21.18,9,Asia/Pacific,3-Jan,Jan,No
1004,115.64,21.18,8,Europe,3-Jan,Apr,No
1005,119.88,21.42,13,Asia/Pacific,3-Jan,Sep,Yes
1006,106.54,21.42,14,Asia/Pacific,3-Jan,Feb,Yes
1007,112,21.27,9,Americas,3-Jan,Jan,Yes
1008,119.54,13.69,13,Asia/Pacific,5-Mar,Oct,Yes
1009,112.16,13.69,9,Europe,5-Mar,Jan,Yes
1010,131.55,21.14,9,Americas,3-Jan,Jan,Yes
1011,106.9,15.81,14,Middle East/Africa,3-Jan,Feb,Yes
1012,107.66,16.69,5,Americas,3-Jan,Mar,No
1013,110.25,19.2,8,Middle East/Africa,3-Jan,Jul,Yes
1014,113.96,15.7,6,Americas,3-Jan,Nov,Yes
1015,122.05,15.92,14,Europe,5-Mar,Feb,No
1016,125.56,19.09,7,Asia/Pacific,5-Mar,Jul,Yes
1017,107.61,16.69,5,Middle East/Africa,5-Mar,Mar,No
1018,112.13,21.14,9,Middle East/Africa,5-Mar,Jan,No
1019,121.57,16.4,14,Asia/Pacific,5-Mar,Feb,Yes
1020,122.77,16.63,5,Middle East/Africa,5-Mar,Mar,No
1021,125.81,15.28,6,Middle East/Africa,3-Jan,Nov,No
1022,125.58,19.25,9,Asia/Pacific,5-Mar,Nov,Yes
1023,112.19,21.14,8,Europe,5-Mar,Jan,Yes
1024,122.48,16.69,6,Europe,5-Mar,Mar,Yes
1025,106.79,15.55,14,Asia/Pacific,5-Mar,Feb,No
1026,137.69,21.55,7,Asia/Pacific,10-May,Feb,No
1027,112.31,13.61,14,Asia/Pacific,10-May,Oct,Yes
1028,127.31,21.39,7,Asia/Pacific,5-Mar,May,No
1029,126.12,20.47,12,Europe,5-Mar,Jun,No
1030,115.29,24.81,8,Americas,5-Mar,Apr,Yes
1031,127.32,21.46,7,Europe,5-Mar,May,No
1032,131.96,15.63,14,Americas,10-May,Feb,No
1033,140.77,25.17,7,Middle East/Africa,10-May,Dec,No
1034,108.72,16.33,9,Europe,10-May,Aug,Yes
1035,112.13,20.94,9,Europe,10-May,Jan,Yes
1036,131.77,21.32,7,Asia/Pacific,3-Jan,May,Yes
1037,129.39,19.2,7,Middle East/Africa,3-Jan,Jul,No
1038,131.17,21.19,9,Asia/Pacific,3-Jan,Jan,Yes
1039,137.68,21.45,7,Americas,10-May,May,Yes
1040,126.8,21.45,5,Europe,3-Jan,Mar,No
1041,110.22,19.69,8,Europe,3-Jan,Jul,No
1042,107.75,16.87,5,Americas,3-Jan,Mar,Yes
1043,112.35,21.09,9,Americas,3-Jan,Jan,No
1044,132.52,15.58,14,Americas,10-May,Feb,Yes
1045,110.06,19.76,8,Middle East/Africa,10-May,Jul,Yes
1046,131.35,20.89,9,Asia/Pacific,3-Jan,Jan,No
1047,126.56,16.52,9,Americas,3-Jan,Aug,No
1048,106.61,16.36,14,Europe,3-Jan,Feb,No
1049,129.32,19.13,7,Americas,3-Jan,Jul,Yes
1050,112.37,21.16,13,Europe,3-Jan,Sep,No
1051,130.25,24.78,8,Middle East/Africa,5-Mar,Apr,Yes
1052,121.82,16.4,8,Middle East/Africa,5-Mar,Aug,Yes
1053,119.24,13.57,13,Asia/Pacific,5-Mar,Oct,Yes
1054,126.69,20.01,11,Americas,5-Mar,Jun,No
1055,129.82,20.29,7,Middle East/Africa,3-Jan,Jul,Yes
1056,122.65,16.46,9,Americas,5-Mar,Aug,Yes
1057,107.47,16.75,9,Asia/Pacific,5-Mar,Aug,Yes
1058,106.88,16.37,9,Asia/Pacific,5-Mar,Aug,Yes
1059,131.5,21.4,7,Europe,3-Jan,May,No
1060,111.9,21.1,9,Americas,3-Jan,Jan,Yes
1061,131.89,21.13,14,Middle East/Africa,3-Jan,Sep,No
1062,131.41,21.03,9,Americas,3-Jan,Jan,No
1063,126.43,15.86,14,Middle East/Africa,3-Jan,Feb,No
1064,107.73,16.86,5,Middle East/Africa,3-Jan,Mar,Yes
1065,141.06,25.04,7,Asia/Pacific,10-May,Mar,No
1066,106.63,15.62,14,Europe,10-May,Mar,Yes
1067,129.96,15.62,13,Middle East/Africa,10-May,Mar,No
1068,131.22,21.12,9,Asia/Pacific,3-Jan,Jan,Yes
1069,117.43,19.6,7,Americas,3-Jan,Jul,No
1070,106.65,16.19,14,Europe,3-Jan,Feb,Yes
1071,134.92,25.11,8,Europe,3-Jan,Apr,No
1072,106.7,15.82,14,Americas,3-Jan,Feb,Yes
1073,126.91,17.28,9,Europe,3-Jan,Aug,No
1074,115.33,24.74,8,Europe,3-Jan,Apr,Yes
1075,121.67,16.11,14,Americas,5-Mar,Apr,Yes
1076,122.49,16.11,8,Middle East/Africa,5-Mar,Aug,No
1077,129.75,13.58,13,Europe,10-May,Oct,Yes
1078,119.93,21.3,7,Middle East/Africa,10-May,May,Yes
1079,110.03,19.06,7,Americas,10-May,Jul,No
1080,127.48,21.44,7,Americas,5-Mar,May,No
1081,119.35,13.51,13,Middle East/Africa,5-Mar,Oct,No
1082,132.05,16.16,14,Middle East/Africa,10-May,Feb,Yes
1083,112.03,21.17,9,Asia/Pacific,10-May,Jan,No
1084,135.6,19.37,7,Europe,10-May,Jul,No
1085,121.08,15.93,5,Middle East/Africa,5-Mar,Nov,Yes
1086,106.8,15.96,14,Europe,5-Mar,Feb,Yes
1087,135.85,15.96,7,Asia/Pacific,10-May,Jul,Yes
1088,127.23,21.21,7,Americas,5-Mar,May,Yes
1089,130.14,13.45,14,Middle East/Africa,10-May,Oct,No
1090,127.07,16.81,5,Asia/Pacific,3-Jan,Mar,No
1091,129.79,13.78,13,Europe,10-May,Oct,Yes
1092,126.34,16.02,14,Middle East/Africa,3-Jan,Feb,No
1093,107.8,16.93,5,Asia/Pacific,3-Jan,Mar,Yes
1094,131.31,21.23,9,Americas,3-Jan,Mar,No
1095,130.99,24.9,8,Europe,5-Mar,Dec,No
1096,106.6,15.54,14,Europe,5-Mar,Feb,No
1097,130.05,20,11,Europe,3-Jan,Feb,Yes
1098,127.33,21.31,7,Europe,5-Mar,May,No
1099,137.99,21.34,7,Asia/Pacific,10-May,May,No
1100,106.86,16.08,9,Middle East/Africa,10-May,Aug,No
1101,112.11,16.08,7,Europe,10-May,May,Yes
1102,137.74,21.4,14,Middle East/Africa,10-May,Sep,No
1103,121.78,17.05,9,Asia/Pacific,5-Mar,Aug,Yes
1104,121.69,17.05,9,Asia/Pacific,5-Mar,Aug,No
1105,123.46,24.66,7,Americas,5-Mar,Aug,Yes
1106,122.98,16.82,9,Americas,5-Mar,Aug,Yes
1107,111.92,20.99,9,Europe,5-Mar,Jan,No
1108,135.46,19.09,7,Americas,10-May,Jul,Yes
1109,119.97,21.15,14,Europe,10-May,Sep,No
1110,107.78,16.95,6,Americas,10-May,Mar,Yes
1111,106.62,15.86,14,Asia/Pacific,10-May,Mar,Yes
1112,112.24,21.29,7,Middle East/Africa,10-May,May,Yes
1113,132.5,16.38,9,Americas,10-May,Aug,Yes
1114,112.04,13.65,13,Middle East/Africa,10-May,Oct,Yes
1115,130.32,20,8,Europe,3-Jan,Jul,No
1116,112.26,21.61,7,Asia/Pacific,3-Jan,May,Yes
1117,106.51,15.61,14,Europe,3-Jan,Feb,No
1118,106.66,15.85,14,Europe,3-Jan,Feb,Yes
1119,106.65,16.12,14,Europe,3-Jan,Feb,Yes
1120,132.54,16.7,9,Middle East/Africa,10-May,Feb,Yes
1121,113.77,15.38,6,Europe,10-May,Nov,Yes
1122,107.64,17,5,Middle East/Africa,10-May,Mar,No
1123,121.98,15.33,6,Middle East/Africa,5-Mar,Nov,Yes
1124,112.03,15.33,9,Asia/Pacific,5-Mar,Jan,No
1125,127.05,16.77,5,Americas,3-Jan,Mar,No
1126,127.27,21.53,7,Europe,5-Mar,May,Yes
1127,112.04,21.06,9,Europe,5-Mar,May,Yes
1128,137.86,21.06,14,Europe,10-May,Sep,No
1129,137.71,21.28,7,Americas,10-May,May,Yes
1130,115.63,21.28,8,Americas,10-May,Apr,No
1131,119.37,13.58,13,Middle East/Africa,5-Mar,Oct,No
1132,126.09,16.05,15,Middle East/Africa,3-Jan,Feb,Yes
1133,131.98,16.05,13,Middle East/Africa,3-Jan,Sep,Yes
1134,111.95,21.1,9,Asia/Pacific,3-Jan,Jan,No
1135,122.42,21.1,9,Middle East/Africa,5-Mar,Aug,Yes
1136,127.26,21.15,14,Europe,5-Mar,Sep,No
1137,119.57,13.39,13,Americas,5-Mar,Oct,Yes
1138,126.42,20.18,12,Asia/Pacific,5-Mar,Jun,Yes
1139,127.35,21.24,13,Asia/Pacific,5-Mar,Sep,No
1140,112.32,21.67,14,Americas,5-Mar,Sep,Yes
1141,122.04,18.28,9,Middle East/Africa,5-Mar,Aug,Yes
1142,112.19,13.56,13,Europe,5-Mar,Oct,No
1143,117.74,20.8,7,Asia/Pacific,5-Mar,Jul,No
1144,115.11,24.91,9,Americas,5-Mar,Apr,No
1145,127.37,21.41,7,Europe,5-Mar,May,Yes
1146,130.54,24.27,8,Middle East/Africa,5-Mar,Apr,Yes
1147,109.15,16.16,10,Europe,5-Mar,Aug,No
1148,126.37,20.11,11,Europe,5-Mar,Jun,Yes
1149,133.04,16.12,6,Europe,10-May,Nov,Yes
1150,107.63,16.65,5,Americas,10-May,Mar,Yes
1151,137.71,21.27,14,Asia/Pacific,10-May,Sep,Yes
1152,106.65,16.96,8,Americas,10-May,Sep,No
1153,129.89,13.39,14,Americas,10-May,Oct,No
1154,122.11,16,10,Middle East/Africa,5-Mar,Aug,Yes
1155,122.89,16,9,Europe,5-Mar,Aug,Yes
1156,130.6,20.32,11,Asia/Pacific,3-Jan,Jun,No
1157,119.1,20.06,12,Asia/Pacific,3-Jan,Jun,No
1158,131.56,21.06,13,Europe,3-Jan,Sep,No
1159,131.31,21.1,9,Middle East/Africa,3-Jan,Jan,No
1160,132.25,15.56,14,Europe,10-May,Jan,No
1161,132.14,16.21,14,Asia/Pacific,10-May,Jan,Yes
1162,112.24,13.66,13,Europe,10-May,Oct,Yes
1163,121.49,15.85,14,Americas,5-Mar,Feb,No
1164,141.05,25.25,7,Europe,10-May,Dec,Yes
1165,133.37,16.59,5,Asia/Pacific,10-May,Mar,Yes
1166,132.35,16.02,14,Europe,10-May,Feb,No
1167,115.69,24.18,8,Asia/Pacific,10-May,Apr,No
1168,131.66,21.42,7,Asia/Pacific,3-Jan,May,Yes
1169,135.89,18.97,8,Asia/Pacific,10-May,Jul,No
1170,136.35,18.97,9,Middle East/Africa,10-May,Jul,No
1171,115.29,16.74,5,Asia/Pacific,10-May,Mar,Yes
1172,137.58,21.26,14,Americas,10-May,Mar,Yes
1173,126.95,21.16,9,Europe,5-Mar,Jan,Yes
1174,106.57,15.97,14,Asia/Pacific,5-Mar,Feb,Yes
1175,115.27,15.97,8,Europe,5-Mar,Apr,No
1176,121.89,16.51,9,Middle East/Africa,5-Mar,Aug,No
1177,133.14,16.88,5,Middle East/Africa,10-May,Mar,No
1178,106.92,15.76,14,Europe,10-May,Feb,No
1179,131.64,16.04,6,Asia/Pacific,10-May,Nov,Yes
1180,107.7,16.8,5,Americas,10-May,Mar,Yes
1181,125.06,19.33,8,Europe,5-Mar,Jul,Yes
1182,131.25,21.07,9,Middle East/Africa,3-Jan,Jan,Yes
1183,121.76,15.41,5,Asia/Pacific,5-Mar,Nov,No
1184,125.86,16.06,14,Middle East/Africa,3-Jan,Feb,No
1185,133.12,16.84,5,Europe,10-May,Mar,No
1186,127.17,21.47,13,Europe,5-Mar,Sep,Yes
1187,115.45,24.95,9,Asia/Pacific,5-Mar,Apr,No
1188,107.6,16.71,5,Europe,5-Mar,Mar,Yes
1189,111.95,13.49,13,Middle East/Africa,5-Mar,Oct,Yes
1190,111.91,13.56,13,Europe,5-Mar,Oct,No
1191,111.92,21.16,9,Americas,5-Mar,Jan,No
1192,129.92,21.16,13,Middle East/Africa,10-May,Oct,No
1193,126.19,20.42,11,Middle East/Africa,5-Mar,Jun,Yes
1194,112.11,21.08,9,Asia/Pacific,5-Mar,Jan,Yes
1195,106.58,15.86,14,Europe,5-Mar,Feb,Yes
1196,137.83,21.35,14,Asia/Pacific,10-May,Sep,No
1197,112.11,21.35,8,Asia/Pacific,10-May,Jan,No
1198,121.64,15.81,7,Europe,5-Mar,Nov,Yes
1199,123.36,25.14,9,Asia/Pacific,5-Mar,Apr,Yes
1200,131.45,21.09,9,Asia/Pacific,3-Jan,Jan,No
1201,116.54,24.67,8,Europe,3-Jan,Apr,Yes
1202,132.45,16.21,14,Americas,10-May,Feb,Yes
1203,119.71,21.16,13,Middle East/Africa,10-May,Sep,Yes
1204,107.84,21.16,5,Americas,10-May,Mar,Yes
1205,132.34,21.16,6,Middle East/Africa,10-May,Nov,No
1206,127.65,16.62,9,Americas,3-Jan,Nov,Yes
1207,130.26,20.14,11,Americas,3-Jan,Nov,No
1208,127.53,21.3,7,Americas,5-Mar,May,Yes
1209,131.41,21.26,9,Asia/Pacific,3-Jan,Jan,Yes
1210,119.94,21.48,7,Europe,3-Jan,May,No
1211,138.06,21.18,13,Europe,10-May,Sep,No
1212,131.27,19.98,11,Europe,3-Jan,Jun,Yes
1213,129.78,13.52,13,Middle East/Africa,10-May,Oct,No
1214,114.24,15.36,6,Middle East/Africa,10-May,Oct,No
1215,108.03,16.1,8,Asia/Pacific,10-May,Aug,No
1216,123.69,24.81,7,Middle East/Africa,10-May,Dec,Yes
1217,131.82,21.37,14,Europe,3-Jan,Sep,Yes
1218,132.24,19.18,10,Americas,10-May,Aug,Yes
1219,111.97,21.12,9,Europe,10-May,Jan,Yes
1220,107.67,16.84,5,Americas,10-May,Mar,No
1221,121.78,16.21,9,Middle East/Africa,5-Mar,Aug,No
1222,106.77,15.89,14,Middle East/Africa,5-Mar,Feb,Yes
1223,132.99,16.73,9,Middle East/Africa,10-May,Aug,No
1224,125.37,20.22,8,Europe,5-Mar,Jul,Yes
1225,116.21,26.16,8,Middle East/Africa,5-Mar,Apr,Yes
1226,112.06,21.19,9,Middle East/Africa,5-Mar,Jan,No
1227,129.91,13.61,13,Europe,10-May,Oct,No
1228,111.91,21.23,9,Europe,10-May,Jan,No
1229,116.47,21.23,8,Middle East/Africa,10-May,Apr,Yes
1230,131.17,21.23,9,Middle East/Africa,3-Jan,Jan,Yes
1231,129.8,13.58,13,Europe,10-May,Oct,No
1232,134.05,18,9,Europe,10-May,Aug,Yes
1233,115.29,24.93,8,Middle East/Africa,10-May,Apr,Yes
1234,125.5,19.14,8,Asia/Pacific,5-Mar,Jul,Yes
1235,123.01,25.26,8,Americas,5-Mar,Apr,No
1236,121.06,15.06,6,Asia/Pacific,5-Mar,Nov,No
1237,130.56,26.18,7,Europe,5-Mar,Dec,No
1238,112.09,20.96,9,Americas,5-Mar,Jan,No
1239,112.12,13.51,13,Europe,5-Mar,Oct,Yes
1240,130.01,24.97,9,Americas,5-Mar,Apr,Yes
1241,131.14,24.97,9,Europe,3-Jan,Jan,No
1242,126.01,15.97,14,Americas,3-Jan,Jan,Yes
1243,111.85,21.22,9,Asia/Pacific,3-Jan,Jan,No
1244,132.51,16.23,9,Middle East/Africa,10-May,Aug,No
1245,131.57,21.21,9,Americas,3-Jan,Aug,No
1246,135.85,18.99,7,Middle East/Africa,10-May,Aug,No
